date,pair,pearson_20d,pearson_60d,ewma
2012-03-13,ELET3 x CMIG4,0.16040668454652182,0.27793550968333575,0.282544017941245
2012-03-14,ELET3 x CMIG4,0.18313478915518663,0.2849646503129867,0.2922058214181549
2012-03-15,ELET3 x CMIG4,0.25635115695842087,0.3301387654724905,0.33896347403942784
2012-03-16,ELET3 x CMIG4,0.12115262509057613,0.2911728652634952,0.27133452443915224
2012-03-19,ELET3 x CMIG4,0.11100065256042864,0.26655364725643244,0.25464205556220837
2012-03-20,ELET3 x CMIG4,0.120727458883978,0.2635940161091506,0.257587457931288
2012-03-21,ELET3 x CMIG4,0.1357133146310141,0.285725174522172,0.2563929018140922
2012-03-22,ELET3 x CMIG4,0.1410863240489328,0.29179366677049934,0.25323210868923546
2012-03-23,ELET3 x CMIG4,0.16067211029962142,0.27999702737467735,0.2286255416863539
2012-03-26,ELET3 x CMIG4,0.13562876426479484,0.2655385141284761,0.21395356269553129
