model,feature_set,symbol,horizon,split,MAE,RMSE,QLIKE,R2_oos
MLP,Set C (+Network),VALE3,20,validation,0.03511158542809286,0.06638172397325985,-2.087115619898186,-0.03139334946149619
MLP,Set C (+Network),VALE3,20,test,0.017479132597161304,0.022345842412424058,-4.047032505114648,0.7258261291664545
CNN-1D,Sequence window,BBDC4,20,train,0.02039850220458303,0.03227749392273847,-3.7414128889527967,0.32482681825290294
CNN-1D,Sequence window,BBDC4,20,validation,0.029949907012368306,0.0550213890207908,-3.2367125119254276,0.067145891430204
CNN-1D,Sequence window,BBDC4,20,test,0.02092052113862893,0.032540742567189314,-3.862363504736688,0.10616990139703597
CNN-1D,Sequence window,PETR4,20,train,0.024067202552123107,0.033341353917626104,-3.3590141953507664,0.614615245857892
CNN-1D,Sequence window,PETR4,20,validation,0.045569052049924355,0.09362525557365198,-1.7887033258551372,-0.08938960439041987
CNN-1D,Sequence window,PETR4,20,test,0.02275007688634576,0.036582527232893146,-3.681160559190567,0.3626767528712517
CNN-1D,Sequence window,VALE3,20,train,0.02169385621779757,0.030849367959639235,-3.3721112346366384,0.6516001405583618
CNN-1D,Sequence window,VALE3,20,validation,0.033060319811817174,0.06805039695225434,-2.7802701720727607,-0.0838984574967585
CNN-1D,Sequence window,VALE3,20,test,0.017904804405866604,0.02272149484203394,-4.022030052607464,0.7165304590892949
